species1	species2	replicate
4496	Sebastes_chlorostictus	Sebastes_rosenblatti	822
4497	Sebastes_variegatus	Sebastes_zacentrus	822
4498	Sebastes_flavidus	Sebastes_melanops	822
4499	Sebastes_miniatus	Sebastes_mystinus	823
4500	Sebastes_flavidus	Sebastes_melanops	823
4501	Sebastes_chlorostictus	Sebastes_ensifer	823
4502	Sebastes_goodei	Sebastes_levis	823
4503	Sebastes_caurinus	Sebastes_elongatus	823
4504	Sebastes_proriger	Sebastes_variegatus	823
4505	Sebastes_flavidus	Sebastes_zacentrus	824
4506	Sebastes_chlorostictus	Sebastes_paucispinis	824
4507	Sebastes_elongatus	Sebastes_saxicola	824
4508	Sebastes_entomelas	Sebastes_mystinus	824
4509	Sebastes_caurinus	Sebastes_chlorostictus	825
4510	Sebastes_flavidus	Sebastes_paucispinis	825
4511	Sebastes_entomelas	Sebastes_mystinus	825
4512	Sebastes_proriger	Sebastes_zacentrus	825
4513	Sebastes_entomelas	Sebastes_zacentrus	826
4514	Sebastes_levis	Sebastes_rosenblatti	826
4515	Sebastes_goodei	Sebastes_paucispinis	826
4516	Sebastes_flavidus	Sebastes_melanops	826
4517	Sebastes_caurinus	Sebastes_saxicola	826
4518	Sebastes_caurinus	Sebastes_elongatus	827
4519	Sebastes_mystinus	Sebastes_rosenblatti	827
4520	Sebastes_flavidus	Sebastes_melanops	827
4521	Sebastes_proriger	Sebastes_zacentrus	827
4522	Sebastes_goodei	Sebastes_paucispinis	827
4523	Sebastes_entomelas	Sebastes_goodei	828
4524	Sebastes_elongatus	Sebastes_ensifer	828
4525	Sebastes_flavidus	Sebastes_melanops	828
4526	Sebastes_chlorostictus	Sebastes_rosenblatti	828
4527	Sebastes_variegatus	Sebastes_zacentrus	828
4528	Sebastes_caurinus	Sebastes_saxicola	828
4529	Sebastes_paucispinis	Sebastes_zacentrus	829
4530	Sebastes_ciliatus	Sebastes_melanops	829
4531	Sebastes_entomelas	Sebastes_mystinus	829
4532	Sebastes_miniatus	Sebastes_rosenblatti	829
4533	Sebastes_elongatus	Sebastes_saxicola	829
4534	Sebastes_caurinus	Sebastes_mystinus	830
4535	Sebastes_variegatus	Sebastes_zacentrus	830
4536	Sebastes_levis	Sebastes_paucispinis	830
4537	Sebastes_flavidus	Sebastes_melanops	830
4538	Sebastes_chlorostictus	Sebastes_rosenblatti	830
4539	Sebastes_caurinus	Sebastes_mystinus	831
4540	Sebastes_goodei	Sebastes_levis	831
4541	Sebastes_chlorostictus	Sebastes_ensifer	831
4542	Sebastes_variegatus	Sebastes_zacentrus	831
4543	Sebastes_flavidus	Sebastes_melanops	831
4544	Sebastes_elongatus	Sebastes_melanops	832
4545	Sebastes_chlorostictus	Sebastes_rosenblatti	832
4546	Sebastes_variegatus	Sebastes_zacentrus	832
4547	Sebastes_entomelas	Sebastes_mystinus	832
4548	Sebastes_caurinus	Sebastes_saxicola	832
4549	Sebastes_goodei	Sebastes_paucispinis	832
4550	Sebastes_ciliatus	Sebastes_paucispinis	833
4551	Sebastes_caurinus	Sebastes_rosenblatti	833
4552	Sebastes_entomelas	Sebastes_melanops	833
4553	Sebastes_proriger	Sebastes_variegatus	833
4554	Sebastes_melanops	Sebastes_rosenblatti	834
4555	Sebastes_proriger	Sebastes_zacentrus	834
4556	Sebastes_elongatus	Sebastes_saxicola	834
4557	Sebastes_entomelas	Sebastes_mystinus	834
4558	Sebastes_goodei	Sebastes_levis	834
4559	Sebastes_caurinus	Sebastes_elongatus	835
4560	Sebastes_mystinus	Sebastes_variegatus	835
4561	Sebastes_levis	Sebastes_rosenblatti	835
4562	Sebastes_flavidus	Sebastes_melanops	835
4563	Sebastes_goodei	Sebastes_paucispinis	835
4564	Sebastes_paucispinis	Sebastes_zacentrus	836
4565	Sebastes_entomelas	Sebastes_mystinus	836
4566	Sebastes_chlorostictus	Sebastes_rosenblatti	836
4567	Sebastes_flavidus	Sebastes_melanops	836
4568	Sebastes_miniatus	Sebastes_saxicola	836
4569	Sebastes_elongatus	Sebastes_flavidus	837
4570	Sebastes_caurinus	Sebastes_saxicola	837
4571	Sebastes_proriger	Sebastes_variegatus	837
4572	Sebastes_levis	Sebastes_paucispinis	837
4573	Sebastes_ensifer	Sebastes_rosenblatti	837
4574	Sebastes_entomelas	Sebastes_mystinus	837
4575	Sebastes_ensifer	Sebastes_goodei	838
4576	Sebastes_proriger	Sebastes_zacentrus	838
4577	Sebastes_chlorostictus	Sebastes_rosenblatti	838
4578	Sebastes_melanops	Sebastes_mystinus	838
4579	Sebastes_caurinus	Sebastes_saxicola	838
4580	Sebastes_ensifer	Sebastes_entomelas	839
4581	Sebastes_elongatus	Sebastes_saxicola	839
4582	Sebastes_chlorostictus	Sebastes_rosenblatti	839
4583	Sebastes_goodei	Sebastes_levis	839
4584	Sebastes_variegatus	Sebastes_zacentrus	839
4585	Sebastes_flavidus	Sebastes_melanops	839
4586	Sebastes_chlorostictus	Sebastes_melanops	840
4587	Sebastes_entomelas	Sebastes_mystinus	840
4588	Sebastes_variegatus	Sebastes_zacentrus	840
4589	Sebastes_caurinus	Sebastes_elongatus	840
4590	Sebastes_goodei	Sebastes_paucispinis	840
4591	Sebastes_ciliatus	Sebastes_goodei	841
4592	Sebastes_chlorostictus	Sebastes_elongatus	841
4593	Sebastes_proriger	Sebastes_zacentrus	841
4594	Sebastes_entomelas	Sebastes_melanops	841
4595	Sebastes_caurinus	Sebastes_saxicola	841
4596	Sebastes_paucispinis	Sebastes_proriger	842
4597	Sebastes_ensifer	Sebastes_saxicola	842
4598	Sebastes_entomelas	Sebastes_flavidus	842
4599	Sebastes_chlorostictus	Sebastes_rosenblatti	842
4600	Sebastes_variegatus	Sebastes_zacentrus	842
4601	Sebastes_entomelas	Sebastes_paucispinis	843
4602	Sebastes_caurinus	Sebastes_chlorostictus	843
4603	Sebastes_flavidus	Sebastes_melanops	843
4604	Sebastes_proriger	Sebastes_variegatus	843
4605	Sebastes_entomelas	Sebastes_proriger	844
4606	Sebastes_goodei	Sebastes_miniatus	844
4607	Sebastes_chlorostictus	Sebastes_rosenblatti	844
4608	Sebastes_caurinus	Sebastes_saxicola	844
4609	Sebastes_elongatus	Sebastes_ensifer	844
4610	Sebastes_variegatus	Sebastes_zacentrus	844
4611	Sebastes_flavidus	Sebastes_melanops	844
4612	Sebastes_levis	Sebastes_zacentrus	845
4613	Sebastes_goodei	Sebastes_paucispinis	845
4614	Sebastes_ciliatus	Sebastes_mystinus	845
4615	Sebastes_elongatus	Sebastes_miniatus	845
4616	Sebastes_chlorostictus	Sebastes_rosenblatti	845
4617	Sebastes_flavidus	Sebastes_melanops	845
4618	Sebastes_caurinus	Sebastes_saxicola	845
4619	Sebastes_caurinus	Sebastes_chlorostictus	846
4620	Sebastes_ciliatus	Sebastes_flavidus	846
4621	Sebastes_entomelas	Sebastes_mystinus	846
4622	Sebastes_goodei	Sebastes_zacentrus	846
4623	Sebastes_ciliatus	Sebastes_proriger	847
4624	Sebastes_entomelas	Sebastes_mystinus	847
4625	Sebastes_levis	Sebastes_paucispinis	847
4626	Sebastes_caurinus	Sebastes_chlorostictus	847
4627	Sebastes_variegatus	Sebastes_zacentrus	847
4628	Sebastes_flavidus	Sebastes_melanops	847
4629	Sebastes_saxicola	Sebastes_variegatus	848
4630	Sebastes_entomelas	Sebastes_melanops	848
4631	Sebastes_chlorostictus	Sebastes_rosenblatti	848
4632	Sebastes_goodei	Sebastes_paucispinis	848
4633	Sebastes_ensifer	Sebastes_goodei	849
4634	Sebastes_elongatus	Sebastes_saxicola	849
4635	Sebastes_flavidus	Sebastes_variegatus	849
4636	Sebastes_chlorostictus	Sebastes_rosenblatti	849
4637	Sebastes_entomelas	Sebastes_mystinus	849
4638	Sebastes_entomelas	Sebastes_miniatus	850
4639	Sebastes_goodei	Sebastes_paucispinis	850
4640	Sebastes_elongatus	Sebastes_ensifer	850
4641	Sebastes_caurinus	Sebastes_saxicola	850
4642	Sebastes_proriger	Sebastes_zacentrus	850
4643	Sebastes_flavidus	Sebastes_melanops	850
4644	Sebastes_chlorostictus	Sebastes_rosenblatti	850
4645	Sebastes_chlorostictus	Sebastes_paucispinis	851
4646	Sebastes_ciliatus	Sebastes_proriger	851
4647	Sebastes_flavidus	Sebastes_mystinus	851
4648	Sebastes_caurinus	Sebastes_elongatus	851
4649	Sebastes_variegatus	Sebastes_zacentrus	851
4650	Sebastes_levis	Sebastes_miniatus	852
4651	Sebastes_flavidus	Sebastes_variegatus	852
4652	Sebastes_caurinus	Sebastes_ensifer	852
4653	Sebastes_entomelas	Sebastes_mystinus	852
4654	Sebastes_chlorostictus	Sebastes_rosenblatti	852
4655	Sebastes_goodei	Sebastes_paucispinis	852
4656	Sebastes_caurinus	Sebastes_saxicola	853
4657	Sebastes_ciliatus	Sebastes_miniatus	853
4658	Sebastes_elongatus	Sebastes_rosenblatti	853
4659	Sebastes_flavidus	Sebastes_mystinus	853
4660	Sebastes_variegatus	Sebastes_zacentrus	853
4661	Sebastes_levis	Sebastes_paucispinis	853
4662	Sebastes_chlorostictus	Sebastes_elongatus	854
4663	Sebastes_caurinus	Sebastes_saxicola	854
4664	Sebastes_melanops	Sebastes_paucispinis	854
4665	Sebastes_variegatus	Sebastes_zacentrus	854
4666	Sebastes_entomelas	Sebastes_mystinus	854
4667	Sebastes_chlorostictus	Sebastes_miniatus	855
4668	Sebastes_caurinus	Sebastes_saxicola	855
4669	Sebastes_proriger	Sebastes_variegatus	855
4670	Sebastes_ciliatus	Sebastes_flavidus	855
4671	Sebastes_entomelas	Sebastes_mystinus	855
4672	Sebastes_goodei	Sebastes_paucispinis	855
4673	Sebastes_ciliatus	Sebastes_entomelas	856
4674	Sebastes_chlorostictus	Sebastes_miniatus	856
4675	Sebastes_paucispinis	Sebastes_proriger	856
4676	Sebastes_caurinus	Sebastes_saxicola	856
4677	Sebastes_flavidus	Sebastes_melanops	856
4678	Sebastes_variegatus	Sebastes_zacentrus	856
4679	Sebastes_mystinus	Sebastes_zacentrus	857
4680	Sebastes_flavidus	Sebastes_melanops	857
4681	Sebastes_levis	Sebastes_rosenblatti	857
4682	Sebastes_goodei	Sebastes_paucispinis	857
4683	Sebastes_caurinus	Sebastes_elongatus	857
4684	Sebastes_ciliatus	Sebastes_rosenblatti	858
4685	Sebastes_proriger	Sebastes_variegatus	858
4686	Sebastes_elongatus	Sebastes_saxicola	858
4687	Sebastes_entomelas	Sebastes_melanops	858
4688	Sebastes_levis	Sebastes_paucispinis	858
4689	Sebastes_goodei	Sebastes_saxicola	859
4690	Sebastes_ciliatus	Sebastes_flavidus	859
4691	Sebastes_chlorostictus	Sebastes_ensifer	859
4692	Sebastes_proriger	Sebastes_variegatus	859
4693	Sebastes_entomelas	Sebastes_mystinus	859
4694	Sebastes_levis	Sebastes_paucispinis	860
4695	Sebastes_proriger	Sebastes_zacentrus	860
4696	Sebastes_flavidus	Sebastes_rosenblatti	860
4697	Sebastes_caurinus	Sebastes_saxicola	860
4698	Sebastes_entomelas	Sebastes_mystinus	860
4699	Sebastes_ensifer	Sebastes_entomelas	861
4700	Sebastes_proriger	Sebastes_zacentrus	861
4701	Sebastes_chlorostictus	Sebastes_rosenblatti	861
4702	Sebastes_goodei	Sebastes_paucispinis	861
4703	Sebastes_caurinus	Sebastes_elongatus	861
4704	Sebastes_flavidus	Sebastes_melanops	861
4705	Sebastes_entomelas	Sebastes_rosenblatti	862
4706	Sebastes_flavidus	Sebastes_melanops	862
4707	Sebastes_goodei	Sebastes_levis	862
4708	Sebastes_caurinus	Sebastes_elongatus	862
4709	Sebastes_proriger	Sebastes_zacentrus	862
4710	Sebastes_ciliatus	Sebastes_melanops	863
4711	Sebastes_ensifer	Sebastes_paucispinis	863
4712	Sebastes_caurinus	Sebastes_elongatus	863
4713	Sebastes_proriger	Sebastes_variegatus	863
4714	Sebastes_chlorostictus	Sebastes_rosenblatti	863
4715	Sebastes_entomelas	Sebastes_mystinus	863
4716	Sebastes_flavidus	Sebastes_saxicola	864
4717	Sebastes_ensifer	Sebastes_rosenblatti	864
4718	Sebastes_variegatus	Sebastes_zacentrus	864
4719	Sebastes_goodei	Sebastes_levis	864
4720	Sebastes_entomelas	Sebastes_mystinus	864
4721	Sebastes_levis	Sebastes_zacentrus	865
4722	Sebastes_caurinus	Sebastes_saxicola	865
4723	Sebastes_elongatus	Sebastes_rosenblatti	865
4724	Sebastes_ciliatus	Sebastes_entomelas	865
4725	Sebastes_goodei	Sebastes_paucispinis	865
4726	Sebastes_flavidus	Sebastes_melanops	865
4727	Sebastes_rosenblatti	Sebastes_variegatus	866
4728	Sebastes_ciliatus	Sebastes_flavidus	866
4729	Sebastes_entomelas	Sebastes_mystinus	866
4730	Sebastes_caurinus	Sebastes_saxicola	866
4731	Sebastes_levis	Sebastes_paucispinis	866
4732	Sebastes_ciliatus	Sebastes_levis	867
4733	Sebastes_goodei	Sebastes_paucispinis	867
4734	Sebastes_variegatus	Sebastes_zacentrus	867
4735	Sebastes_elongatus	Sebastes_rosenblatti	867
4736	Sebastes_melanops	Sebastes_mystinus	867
4737	Sebastes_caurinus	Sebastes_saxicola	867
4738	Sebastes_paucispinis	Sebastes_zacentrus	868
4739	Sebastes_ciliatus	Sebastes_mystinus	868
4740	Sebastes_flavidus	Sebastes_melanops	868
4741	Sebastes_elongatus	Sebastes_ensifer	868
4742	Sebastes_caurinus	Sebastes_saxicola	868
4743	Sebastes_chlorostictus	Sebastes_rosenblatti	868
4744	Sebastes_levis	Sebastes_zacentrus	869
4745	Sebastes_ciliatus	Sebastes_flavidus	869
4746	Sebastes_elongatus	Sebastes_saxicola	869
4747	Sebastes_entomelas	Sebastes_mystinus	869
4748	Sebastes_goodei	Sebastes_paucispinis	869
4749	Sebastes_ensifer	Sebastes_rosenblatti	869
4750	Sebastes_levis	Sebastes_miniatus	870
4751	Sebastes_flavidus	Sebastes_melanops	870
4752	Sebastes_chlorostictus	Sebastes_saxicola	870
4753	Sebastes_variegatus	Sebastes_zacentrus	870
4754	Sebastes_goodei	Sebastes_paucispinis	870
4755	Sebastes_ciliatus	Sebastes_proriger	870
4756	Sebastes_entomelas	Sebastes_mystinus	870
4757	Sebastes_ciliatus	Sebastes_variegatus	871
4758	Sebastes_entomelas	Sebastes_flavidus	871
4759	Sebastes_levis	Sebastes_paucispinis	871
4760	Sebastes_elongatus	Sebastes_miniatus	871
4761	Sebastes_caurinus	Sebastes_saxicola	871
4762	Sebastes_chlorostictus	Sebastes_rosenblatti	871
4763	Sebastes_goodei	Sebastes_proriger	872
4764	Sebastes_variegatus	Sebastes_zacentrus	872
4765	Sebastes_flavidus	Sebastes_mystinus	872
4766	Sebastes_elongatus	Sebastes_miniatus	872
4767	Sebastes_caurinus	Sebastes_saxicola	872
4768	Sebastes_chlorostictus	Sebastes_ensifer	872
4769	Sebastes_chlorostictus	Sebastes_levis	873
4770	Sebastes_melanops	Sebastes_mystinus	873
4771	Sebastes_goodei	Sebastes_paucispinis	873
4772	Sebastes_ciliatus	Sebastes_proriger	873
4773	Sebastes_variegatus	Sebastes_zacentrus	873
4774	Sebastes_elongatus	Sebastes_saxicola	873
4775	Sebastes_entomelas	Sebastes_levis	874
4776	Sebastes_elongatus	Sebastes_miniatus	874
4777	Sebastes_flavidus	Sebastes_melanops	874
4778	Sebastes_caurinus	Sebastes_saxicola	874
4779	Sebastes_proriger	Sebastes_variegatus	874
4780	Sebastes_chlorostictus	Sebastes_rosenblatti	874
4781	Sebastes_goodei	Sebastes_paucispinis	874
4782	Sebastes_entomelas	Sebastes_goodei	875
4783	Sebastes_ensifer	Sebastes_saxicola	875
4784	Sebastes_proriger	Sebastes_zacentrus	875
4785	Sebastes_chlorostictus	Sebastes_rosenblatti	875
4786	Sebastes_flavidus	Sebastes_melanops	875
4787	Sebastes_elongatus	Sebastes_rosenblatti	876
4788	Sebastes_melanops	Sebastes_variegatus	876
4789	Sebastes_levis	Sebastes_paucispinis	876
4790	Sebastes_caurinus	Sebastes_saxicola	876
4791	Sebastes_entomelas	Sebastes_mystinus	876
4792	Sebastes_ciliatus	Sebastes_elongatus	877
4793	Sebastes_entomelas	Sebastes_mystinus	877
4794	Sebastes_ensifer	Sebastes_rosenblatti	877
4795	Sebastes_proriger	Sebastes_zacentrus	877
4796	Sebastes_caurinus	Sebastes_saxicola	877
4797	Sebastes_goodei	Sebastes_levis	877
4798	Sebastes_flavidus	Sebastes_melanops	877
4799	Sebastes_levis	Sebastes_saxicola	878
4800	Sebastes_ciliatus	Sebastes_melanops	878
4801	Sebastes_proriger	Sebastes_variegatus	878
4802	Sebastes_chlorostictus	Sebastes_rosenblatti	878
4803	Sebastes_entomelas	Sebastes_mystinus	878
4804	Sebastes_goodei	Sebastes_paucispinis	878
4805	Sebastes_elongatus	Sebastes_variegatus	879
4806	Sebastes_levis	Sebastes_paucispinis	879
4807	Sebastes_entomelas	Sebastes_flavidus	879
4808	Sebastes_caurinus	Sebastes_saxicola	879
4809	Sebastes_ensifer	Sebastes_rosenblatti	879
4810	Sebastes_ensifer	Sebastes_proriger	880
4811	Sebastes_levis	Sebastes_paucispinis	880
4812	Sebastes_caurinus	Sebastes_elongatus	880
4813	Sebastes_entomelas	Sebastes_melanops	880
4814	Sebastes_chlorostictus	Sebastes_rosenblatti	880
4815	Sebastes_variegatus	Sebastes_zacentrus	880
4816	Sebastes_chlorostictus	Sebastes_proriger	881
4817	Sebastes_ciliatus	Sebastes_entomelas	881
4818	Sebastes_levis	Sebastes_paucispinis	881
4819	Sebastes_caurinus	Sebastes_saxicola	881
4820	Sebastes_variegatus	Sebastes_zacentrus	881
4821	Sebastes_flavidus	Sebastes_melanops	881
4822	Sebastes_elongatus	Sebastes_flavidus	882
4823	Sebastes_chlorostictus	Sebastes_ensifer	882
4824	Sebastes_proriger	Sebastes_variegatus	882
4825	Sebastes_goodei	Sebastes_levis	882
4826	Sebastes_caurinus	Sebastes_saxicola	882
4827	Sebastes_entomelas	Sebastes_mystinus	882
4828	Sebastes_ciliatus	Sebastes_paucispinis	883
4829	Sebastes_flavidus	Sebastes_melanops	883
4830	Sebastes_elongatus	Sebastes_miniatus	883
4831	Sebastes_entomelas	Sebastes_mystinus	883
4832	Sebastes_caurinus	Sebastes_saxicola	883
4833	Sebastes_chlorostictus	Sebastes_ensifer	883
4834	Sebastes_proriger	Sebastes_variegatus	883
4835	Sebastes_entomelas	Sebastes_paucispinis	884
4836	Sebastes_chlorostictus	Sebastes_ensifer	884
4837	Sebastes_caurinus	Sebastes_elongatus	884
4838	Sebastes_flavidus	Sebastes_melanops	884
4839	Sebastes_variegatus	Sebastes_zacentrus	884
4840	Sebastes_ciliatus	Sebastes_elongatus	885
4841	Sebastes_levis	Sebastes_paucispinis	885
4842	Sebastes_chlorostictus	Sebastes_ensifer	885
4843	Sebastes_caurinus	Sebastes_saxicola	885
4844	Sebastes_flavidus	Sebastes_mystinus	885
4845	Sebastes_proriger	Sebastes_variegatus	885
4846	Sebastes_flavidus	Sebastes_goodei	886
4847	Sebastes_elongatus	Sebastes_miniatus	886
4848	Sebastes_entomelas	Sebastes_mystinus	886
4849	Sebastes_caurinus	Sebastes_saxicola	886
4850	Sebastes_chlorostictus	Sebastes_rosenblatti	886
4851	Sebastes_proriger	Sebastes_zacentrus	886
4852	Sebastes_melanops	Sebastes_variegatus	887
4853	Sebastes_caurinus	Sebastes_chlorostictus	887
4854	Sebastes_goodei	Sebastes_paucispinis	887
4855	Sebastes_levis	Sebastes_miniatus	887
4856	Sebastes_entomelas	Sebastes_mystinus	887
4857	Sebastes_melanops	Sebastes_rosenblatti	888
4858	Sebastes_entomelas	Sebastes_mystinus	888
4859	Sebastes_caurinus	Sebastes_saxicola	888
4860	Sebastes_proriger	Sebastes_zacentrus	888
4861	Sebastes_levis	Sebastes_paucispinis	888
4862	Sebastes_chlorostictus	Sebastes_levis	889
4863	Sebastes_goodei	Sebastes_paucispinis	889
4864	Sebastes_entomelas	Sebastes_melanops	889
4865	Sebastes_ciliatus	Sebastes_variegatus	889
4866	Sebastes_caurinus	Sebastes_saxicola	889
4867	Sebastes_flavidus	Sebastes_saxicola	890
4868	Sebastes_ensifer	Sebastes_rosenblatti	890
4869	Sebastes_goodei	Sebastes_levis	890
4870	Sebastes_entomelas	Sebastes_mystinus	890
4871	Sebastes_proriger	Sebastes_zacentrus	890
4872	Sebastes_entomelas	Sebastes_saxicola	891
4873	Sebastes_chlorostictus	Sebastes_rosenblatti	891
4874	Sebastes_goodei	Sebastes_levis	891
4875	Sebastes_variegatus	Sebastes_zacentrus	891
4876	Sebastes_flavidus	Sebastes_melanops	891
4877	Sebastes_mystinus	Sebastes_variegatus	892
4878	Sebastes_ensifer	Sebastes_saxicola	892
4879	Sebastes_levis	Sebastes_paucispinis	892
4880	Sebastes_flavidus	Sebastes_melanops	892
4881	Sebastes_chlorostictus	Sebastes_rosenblatti	892
4882	Sebastes_ciliatus	Sebastes_proriger	893
4883	Sebastes_melanops	Sebastes_mystinus	893
4884	Sebastes_variegatus	Sebastes_zacentrus	893
4885	Sebastes_elongatus	Sebastes_ensifer	893
4886	Sebastes_goodei	Sebastes_levis	893
4887	Sebastes_chlorostictus	Sebastes_rosenblatti	893
4888	Sebastes_caurinus	Sebastes_saxicola	893
4889	Sebastes_paucispinis	Sebastes_saxicola	894
4890	Sebastes_entomelas	Sebastes_flavidus	894
4891	Sebastes_ciliatus	Sebastes_zacentrus	894
4892	Sebastes_chlorostictus	Sebastes_rosenblatti	894
4893	Sebastes_levis	Sebastes_zacentrus	895
4894	Sebastes_ciliatus	Sebastes_entomelas	895
4895	Sebastes_caurinus	Sebastes_chlorostictus	895
4896	Sebastes_flavidus	Sebastes_melanops	895
4897	Sebastes_goodei	Sebastes_paucispinis	895
4898	Sebastes_goodei	Sebastes_variegatus	896
4899	Sebastes_chlorostictus	Sebastes_ensifer	896
4900	Sebastes_caurinus	Sebastes_saxicola	896
4901	Sebastes_elongatus	Sebastes_miniatus	896
4902	Sebastes_melanops	Sebastes_mystinus	896
4903	Sebastes_caurinus	Sebastes_goodei	897
4904	Sebastes_flavidus	Sebastes_mystinus	897
4905	Sebastes_ciliatus	Sebastes_zacentrus	897
4906	Sebastes_ensifer	Sebastes_rosenblatti	897
4907	Sebastes_entomelas	Sebastes_variegatus	898
4908	Sebastes_chlorostictus	Sebastes_goodei	898
4909	Sebastes_elongatus	Sebastes_saxicola	898
4910	Sebastes_flavidus	Sebastes_melanops	898
4911	Sebastes_chlorostictus	Sebastes_levis	899
4912	Sebastes_ciliatus	Sebastes_proriger	899
4913	Sebastes_variegatus	Sebastes_zacentrus	899
4914	Sebastes_caurinus	Sebastes_elongatus	899
4915	Sebastes_entomelas	Sebastes_flavidus	899
4916	Sebastes_goodei	Sebastes_paucispinis	899
4917	Sebastes_caurinus	Sebastes_melanops	900
4918	Sebastes_proriger	Sebastes_zacentrus	900
4919	Sebastes_levis	Sebastes_paucispinis	900
4920	Sebastes_ensifer	Sebastes_rosenblatti	900
4921	Sebastes_entomelas	Sebastes_mystinus	900
4922	Sebastes_flavidus	Sebastes_zacentrus	901
4923	Sebastes_goodei	Sebastes_miniatus	901
4924	Sebastes_entomelas	Sebastes_mystinus	901
4925	Sebastes_chlorostictus	Sebastes_saxicola	901
4926	Sebastes_proriger	Sebastes_variegatus	902
4927	Sebastes_flavidus	Sebastes_goodei	902
4928	Sebastes_caurinus	Sebastes_elongatus	902
4929	Sebastes_chlorostictus	Sebastes_ensifer	902
4930	Sebastes_entomelas	Sebastes_mystinus	902
4931	Sebastes_ciliatus	Sebastes_melanops	903
4932	Sebastes_chlorostictus	Sebastes_elongatus	903
4933	Sebastes_caurinus	Sebastes_saxicola	903
4934	Sebastes_entomelas	Sebastes_mystinus	903
4935	Sebastes_miniatus	Sebastes_proriger	903
4936	Sebastes_variegatus	Sebastes_zacentrus	903
4937	Sebastes_goodei	Sebastes_paucispinis	903
4938	Sebastes_caurinus	Sebastes_ciliatus	904
4939	Sebastes_proriger	Sebastes_zacentrus	904
4940	Sebastes_flavidus	Sebastes_mystinus	904
4941	Sebastes_goodei	Sebastes_levis	904
4942	Sebastes_chlorostictus	Sebastes_ensifer	904
4943	Sebastes_flavidus	Sebastes_melanops	905
4944	Sebastes_caurinus	Sebastes_goodei	905
4945	Sebastes_chlorostictus	Sebastes_rosenblatti	905
4946	Sebastes_entomelas	Sebastes_zacentrus	905
4947	Sebastes_chlorostictus	Sebastes_elongatus	906
4948	Sebastes_caurinus	Sebastes_saxicola	906
4949	Sebastes_flavidus	Sebastes_paucispinis	906
4950	Sebastes_entomelas	Sebastes_mystinus	906
4951	Sebastes_proriger	Sebastes_variegatus	906
4952	Sebastes_goodei	Sebastes_zacentrus	907
4953	Sebastes_ciliatus	Sebastes_flavidus	907
4954	Sebastes_elongatus	Sebastes_rosenblatti	907
4955	Sebastes_caurinus	Sebastes_saxicola	907
4956	Sebastes_entomelas	Sebastes_mystinus	907
4957	Sebastes_levis	Sebastes_miniatus	908
4958	Sebastes_proriger	Sebastes_variegatus	908
4959	Sebastes_chlorostictus	Sebastes_saxicola	908
4960	Sebastes_entomelas	Sebastes_melanops	908
4961	Sebastes_goodei	Sebastes_paucispinis	908
4962	Sebastes_melanops	Sebastes_miniatus	909
4963	Sebastes_caurinus	Sebastes_ensifer	909
4964	Sebastes_chlorostictus	Sebastes_rosenblatti	909
4965	Sebastes_proriger	Sebastes_variegatus	909
4966	Sebastes_goodei	Sebastes_levis	909
4967	Sebastes_entomelas	Sebastes_mystinus	909
4968	Sebastes_ciliatus	Sebastes_levis	910
4969	Sebastes_proriger	Sebastes_variegatus	910
4970	Sebastes_miniatus	Sebastes_rosenblatti	910
4971	Sebastes_entomelas	Sebastes_flavidus	910
4972	Sebastes_goodei	Sebastes_paucispinis	910
4973	Sebastes_caurinus	Sebastes_saxicola	910
4974	Sebastes_goodei	Sebastes_mystinus	911
4975	Sebastes_chlorostictus	Sebastes_rosenblatti	911
4976	Sebastes_proriger	Sebastes_variegatus	911
4977	Sebastes_flavidus	Sebastes_melanops	911
4978	Sebastes_miniatus	Sebastes_saxicola	911
4979	Sebastes_entomelas	Sebastes_variegatus	912
4980	Sebastes_levis	Sebastes_paucispinis	912
4981	Sebastes_chlorostictus	Sebastes_ensifer	912
4982	Sebastes_flavidus	Sebastes_melanops	912
4983	Sebastes_miniatus	Sebastes_saxicola	912
4984	Sebastes_ensifer	Sebastes_flavidus	913
4985	Sebastes_levis	Sebastes_paucispinis	913
4986	Sebastes_caurinus	Sebastes_saxicola	913
4987	Sebastes_entomelas	Sebastes_mystinus	913
4988	Sebastes_proriger	Sebastes_zacentrus	913
4989	Sebastes_chlorostictus	Sebastes_rosenblatti	913
4990	Sebastes_melanops	Sebastes_miniatus	914
4991	Sebastes_proriger	Sebastes_variegatus	914
4992	Sebastes_rosenblatti	Sebastes_saxicola	914
4993	Sebastes_goodei	Sebastes_paucispinis	914
4994	Sebastes_entomelas	Sebastes_mystinus	914
4995	Sebastes_flavidus	Sebastes_levis	915
4996	Sebastes_proriger	Sebastes_variegatus	915
4997	Sebastes_entomelas	Sebastes_mystinus	915
4998	Sebastes_miniatus	Sebastes_rosenblatti	915
4999	Sebastes_caurinus	Sebastes_elongatus	915
5000	Sebastes_goodei	Sebastes_paucispinis	915
5001	Sebastes_saxicola	Sebastes_zacentrus	916
5002	Sebastes_goodei	Sebastes_paucispinis	916
5003	Sebastes_ensifer	Sebastes_rosenblatti	916
5004	Sebastes_ciliatus	Sebastes_melanops	916
5005	Sebastes_entomelas	Sebastes_mystinus	916
5006	Sebastes_miniatus	Sebastes_zacentrus	917
5007	Sebastes_ensifer	Sebastes_saxicola	917
