species1	species2	replicate
1294	Sebastes_entomelas	Sebastes_mystinus	235
1295	Sebastes_melanops	Sebastes_miniatus	236
1296	Sebastes_entomelas	Sebastes_mystinus	236
1297	Sebastes_caurinus	Sebastes_saxicola	236
1298	Sebastes_proriger	Sebastes_zacentrus	236
1299	Sebastes_chlorostictus	Sebastes_elongatus	236
1300	Sebastes_goodei	Sebastes_levis	236
1301	Sebastes_chlorostictus	Sebastes_rosenblatti	237
1302	Sebastes_entomelas	Sebastes_mystinus	237
1303	Sebastes_melanops	Sebastes_miniatus	237
1304	Sebastes_goodei	Sebastes_levis	237
1305	Sebastes_proriger	Sebastes_zacentrus	237
1306	Sebastes_caurinus	Sebastes_elongatus	237
1307	Sebastes_flavidus	Sebastes_levis	238
1308	Sebastes_caurinus	Sebastes_saxicola	238
1309	Sebastes_goodei	Sebastes_paucispinis	238
1310	Sebastes_chlorostictus	Sebastes_elongatus	238
1311	Sebastes_variegatus	Sebastes_zacentrus	238
1312	Sebastes_entomelas	Sebastes_mystinus	238
1313	Sebastes_caurinus	Sebastes_ensifer	239
1314	Sebastes_melanops	Sebastes_paucispinis	239
1315	Sebastes_proriger	Sebastes_variegatus	239
1316	Sebastes_entomelas	Sebastes_mystinus	239
1317	Sebastes_chlorostictus	Sebastes_rosenblatti	239
1318	Sebastes_entomelas	Sebastes_rosenblatti	240
1319	Sebastes_proriger	Sebastes_zacentrus	240
1320	Sebastes_caurinus	Sebastes_elongatus	240
1321	Sebastes_goodei	Sebastes_levis	240
1322	Sebastes_flavidus	Sebastes_melanops	240
1323	Sebastes_elongatus	Sebastes_entomelas	241
1324	Sebastes_goodei	Sebastes_paucispinis	241
1325	Sebastes_caurinus	Sebastes_saxicola	241
1326	Sebastes_variegatus	Sebastes_zacentrus	241
1327	Sebastes_chlorostictus	Sebastes_rosenblatti	241
1328	Sebastes_flavidus	Sebastes_melanops	241
1329	Sebastes_chlorostictus	Sebastes_goodei	242
1330	Sebastes_flavidus	Sebastes_variegatus	242
1331	Sebastes_entomelas	Sebastes_mystinus	242
1332	Sebastes_elongatus	Sebastes_saxicola	242
1333	Sebastes_flavidus	Sebastes_zacentrus	243
1334	Sebastes_rosenblatti	Sebastes_saxicola	243
1335	Sebastes_levis	Sebastes_paucispinis	243
1336	Sebastes_entomelas	Sebastes_mystinus	243
1337	Sebastes_ensifer	Sebastes_miniatus	244
1338	Sebastes_levis	Sebastes_paucispinis	244
1339	Sebastes_chlorostictus	Sebastes_rosenblatti	244
1340	Sebastes_flavidus	Sebastes_variegatus	244
1341	Sebastes_caurinus	Sebastes_saxicola	244
1342	Sebastes_entomelas	Sebastes_mystinus	244
1343	Sebastes_ciliatus	Sebastes_goodei	245
1344	Sebastes_proriger	Sebastes_variegatus	245
1345	Sebastes_chlorostictus	Sebastes_ensifer	245
1346	Sebastes_caurinus	Sebastes_miniatus	245
1347	Sebastes_entomelas	Sebastes_flavidus	245
1348	Sebastes_ciliatus	Sebastes_saxicola	246
1349	Sebastes_ensifer	Sebastes_rosenblatti	246
1350	Sebastes_flavidus	Sebastes_melanops	246
1351	Sebastes_goodei	Sebastes_paucispinis	246
1352	Sebastes_proriger	Sebastes_variegatus	246
1353	Sebastes_entomelas	Sebastes_mystinus	246
1354	Sebastes_ensifer	Sebastes_entomelas	247
1355	Sebastes_chlorostictus	Sebastes_rosenblatti	247
1356	Sebastes_caurinus	Sebastes_saxicola	247
1357	Sebastes_levis	Sebastes_paucispinis	247
1358	Sebastes_variegatus	Sebastes_zacentrus	247
1359	Sebastes_flavidus	Sebastes_melanops	247
1360	Sebastes_ensifer	Sebastes_miniatus	248
1361	Sebastes_chlorostictus	Sebastes_rosenblatti	248
1362	Sebastes_elongatus	Sebastes_saxicola	248
1363	Sebastes_levis	Sebastes_variegatus	248
1364	Sebastes_ciliatus	Sebastes_entomelas	248
1365	Sebastes_goodei	Sebastes_paucispinis	248
1366	Sebastes_flavidus	Sebastes_melanops	248
1367	Sebastes_proriger	Sebastes_rosenblatti	249
1368	Sebastes_ciliatus	Sebastes_flavidus	249
1369	Sebastes_variegatus	Sebastes_zacentrus	249
1370	Sebastes_elongatus	Sebastes_saxicola	249
1371	Sebastes_levis	Sebastes_paucispinis	249
1372	Sebastes_entomelas	Sebastes_mystinus	249
1373	Sebastes_levis	Sebastes_rosenblatti	250
1374	Sebastes_goodei	Sebastes_paucispinis	250
1375	Sebastes_mystinus	Sebastes_variegatus	250
1376	Sebastes_caurinus	Sebastes_elongatus	250
1377	Sebastes_flavidus	Sebastes_melanops	250
1378	Sebastes_goodei	Sebastes_zacentrus	251
1379	Sebastes_caurinus	Sebastes_saxicola	251
1380	Sebastes_elongatus	Sebastes_rosenblatti	251
1381	Sebastes_ciliatus	Sebastes_entomelas	251
1382	Sebastes_flavidus	Sebastes_melanops	251
1383	Sebastes_chlorostictus	Sebastes_ciliatus	252
1384	Sebastes_flavidus	Sebastes_melanops	252
1385	Sebastes_caurinus	Sebastes_elongatus	252
1386	Sebastes_entomelas	Sebastes_mystinus	252
1387	Sebastes_proriger	Sebastes_zacentrus	252
1388	Sebastes_goodei	Sebastes_paucispinis	252
1389	Sebastes_elongatus	Sebastes_rosenblatti	253
1390	Sebastes_miniatus	Sebastes_zacentrus	253
1391	Sebastes_goodei	Sebastes_paucispinis	253
1392	Sebastes_entomelas	Sebastes_melanops	253
1393	Sebastes_caurinus	Sebastes_saxicola	253
1394	Sebastes_elongatus	Sebastes_levis	254
1395	Sebastes_entomelas	Sebastes_variegatus	254
1396	Sebastes_flavidus	Sebastes_melanops	254
1397	Sebastes_goodei	Sebastes_paucispinis	254
1398	Sebastes_chlorostictus	Sebastes_ensifer	254
1399	Sebastes_caurinus	Sebastes_saxicola	254
1400	Sebastes_ensifer	Sebastes_variegatus	255
1401	Sebastes_elongatus	Sebastes_saxicola	255
1402	Sebastes_entomelas	Sebastes_mystinus	255
1403	Sebastes_goodei	Sebastes_levis	255
1404	Sebastes_flavidus	Sebastes_melanops	255
1405	Sebastes_chlorostictus	Sebastes_rosenblatti	255
1406	Sebastes_elongatus	Sebastes_goodei	256
1407	Sebastes_variegatus	Sebastes_zacentrus	256
1408	Sebastes_caurinus	Sebastes_saxicola	256
1409	Sebastes_ciliatus	Sebastes_proriger	256
1410	Sebastes_entomelas	Sebastes_flavidus	256
1411	Sebastes_chlorostictus	Sebastes_rosenblatti	256
1412	Sebastes_chlorostictus	Sebastes_goodei	257
1413	Sebastes_elongatus	Sebastes_saxicola	257
1414	Sebastes_flavidus	Sebastes_zacentrus	257
1415	Sebastes_entomelas	Sebastes_mystinus	257
1416	Sebastes_entomelas	Sebastes_variegatus	258
1417	Sebastes_caurinus	Sebastes_levis	258
1418	Sebastes_goodei	Sebastes_paucispinis	258
1419	Sebastes_chlorostictus	Sebastes_rosenblatti	258
1420	Sebastes_flavidus	Sebastes_melanops	258
1421	Sebastes_caurinus	Sebastes_ciliatus	259
1422	Sebastes_melanops	Sebastes_mystinus	259
1423	Sebastes_proriger	Sebastes_zacentrus	259
1424	Sebastes_chlorostictus	Sebastes_rosenblatti	259
1425	Sebastes_goodei	Sebastes_paucispinis	259
1426	Sebastes_goodei	Sebastes_mystinus	260
1427	Sebastes_variegatus	Sebastes_zacentrus	260
1428	Sebastes_caurinus	Sebastes_ensifer	260
1429	Sebastes_chlorostictus	Sebastes_rosenblatti	260
1430	Sebastes_flavidus	Sebastes_melanops	260
1431	Sebastes_ensifer	Sebastes_variegatus	261
1432	Sebastes_caurinus	Sebastes_saxicola	261
1433	Sebastes_entomelas	Sebastes_melanops	261
1434	Sebastes_levis	Sebastes_paucispinis	261
1435	Sebastes_chlorostictus	Sebastes_rosenblatti	261
1436	Sebastes_paucispinis	Sebastes_variegatus	262
1437	Sebastes_ciliatus	Sebastes_mystinus	262
1438	Sebastes_chlorostictus	Sebastes_ensifer	262
1439	Sebastes_caurinus	Sebastes_elongatus	262
1440	Sebastes_flavidus	Sebastes_melanops	262
1441	Sebastes_chlorostictus	Sebastes_ensifer	263
1442	Sebastes_ciliatus	Sebastes_entomelas	263
1443	Sebastes_miniatus	Sebastes_zacentrus	263
1444	Sebastes_caurinus	Sebastes_elongatus	263
1445	Sebastes_flavidus	Sebastes_melanops	263
1446	Sebastes_goodei	Sebastes_paucispinis	263
1447	Sebastes_entomelas	Sebastes_flavidus	264
1448	Sebastes_caurinus	Sebastes_ciliatus	264
1449	Sebastes_proriger	Sebastes_variegatus	264
1450	Sebastes_chlorostictus	Sebastes_ensifer	264
1451	Sebastes_goodei	Sebastes_paucispinis	264
1452	Sebastes_ciliatus	Sebastes_elongatus	265
1453	Sebastes_melanops	Sebastes_mystinus	265
1454	Sebastes_proriger	Sebastes_zacentrus	265
1455	Sebastes_goodei	Sebastes_paucispinis	265
1456	Sebastes_caurinus	Sebastes_saxicola	265
1457	Sebastes_chlorostictus	Sebastes_ensifer	265
1458	Sebastes_flavidus	Sebastes_miniatus	266
1459	Sebastes_levis	Sebastes_paucispinis	266
1460	Sebastes_proriger	Sebastes_zacentrus	266
1461	Sebastes_elongatus	Sebastes_saxicola	266
1462	Sebastes_entomelas	Sebastes_mystinus	266
1463	Sebastes_chlorostictus	Sebastes_rosenblatti	266
1464	Sebastes_ensifer	Sebastes_saxicola	267
1465	Sebastes_goodei	Sebastes_mystinus	267
1466	Sebastes_proriger	Sebastes_zacentrus	267
1467	Sebastes_chlorostictus	Sebastes_rosenblatti	267
1468	Sebastes_flavidus	Sebastes_melanops	267
1469	Sebastes_chlorostictus	Sebastes_flavidus	268
1470	Sebastes_entomelas	Sebastes_mystinus	268
1471	Sebastes_goodei	Sebastes_paucispinis	268
1472	Sebastes_caurinus	Sebastes_elongatus	268
1473	Sebastes_proriger	Sebastes_variegatus	268
1474	Sebastes_elongatus	Sebastes_paucispinis	269
1475	Sebastes_flavidus	Sebastes_mystinus	269
1476	Sebastes_ciliatus	Sebastes_proriger	269
1477	Sebastes_caurinus	Sebastes_saxicola	269
1478	Sebastes_chlorostictus	Sebastes_ensifer	269
1479	Sebastes_variegatus	Sebastes_zacentrus	269
1480	Sebastes_caurinus	Sebastes_mystinus	270
1481	Sebastes_flavidus	Sebastes_melanops	270
1482	Sebastes_goodei	Sebastes_paucispinis	270
1483	Sebastes_variegatus	Sebastes_zacentrus	270
1484	Sebastes_chlorostictus	Sebastes_rosenblatti	270
1485	Sebastes_ciliatus	Sebastes_levis	271
1486	Sebastes_goodei	Sebastes_paucispinis	271
1487	Sebastes_proriger	Sebastes_zacentrus	271
1488	Sebastes_caurinus	Sebastes_rosenblatti	271
1489	Sebastes_flavidus	Sebastes_melanops	271
1490	Sebastes_entomelas	Sebastes_mystinus	271
1491	Sebastes_melanops	Sebastes_zacentrus	272
1492	Sebastes_elongatus	Sebastes_ensifer	272
1493	Sebastes_caurinus	Sebastes_saxicola	272
1494	Sebastes_goodei	Sebastes_miniatus	272
1495	Sebastes_entomelas	Sebastes_mystinus	272
1496	Sebastes_chlorostictus	Sebastes_rosenblatti	272
1497	Sebastes_melanops	Sebastes_saxicola	273
1498	Sebastes_variegatus	Sebastes_zacentrus	273
1499	Sebastes_levis	Sebastes_paucispinis	273
1500	Sebastes_entomelas	Sebastes_mystinus	273
1501	Sebastes_chlorostictus	Sebastes_rosenblatti	273
1502	Sebastes_levis	Sebastes_proriger	274
1503	Sebastes_ciliatus	Sebastes_flavidus	274
1504	Sebastes_entomelas	Sebastes_mystinus	274
1505	Sebastes_variegatus	Sebastes_zacentrus	274
1506	Sebastes_elongatus	Sebastes_ensifer	274
1507	Sebastes_chlorostictus	Sebastes_rosenblatti	274
1508	Sebastes_caurinus	Sebastes_saxicola	274
1509	Sebastes_goodei	Sebastes_paucispinis	274
1510	Sebastes_rosenblatti	Sebastes_saxicola	275
1511	Sebastes_levis	Sebastes_melanops	275
1512	Sebastes_variegatus	Sebastes_zacentrus	275
1513	Sebastes_goodei	Sebastes_paucispinis	275
1514	Sebastes_entomelas	Sebastes_mystinus	275
1515	Sebastes_melanops	Sebastes_paucispinis	276
1516	Sebastes_proriger	Sebastes_zacentrus	276
1517	Sebastes_entomelas	Sebastes_mystinus	276
1518	Sebastes_caurinus	Sebastes_saxicola	276
1519	Sebastes_miniatus	Sebastes_rosenblatti	276
1520	Sebastes_mystinus	Sebastes_rosenblatti	277
1521	Sebastes_elongatus	Sebastes_saxicola	277
1522	Sebastes_flavidus	Sebastes_melanops	277
1523	Sebastes_variegatus	Sebastes_zacentrus	277
1524	Sebastes_goodei	Sebastes_levis	277
1525	Sebastes_paucispinis	Sebastes_saxicola	278
1526	Sebastes_entomelas	Sebastes_mystinus	278
1527	Sebastes_proriger	Sebastes_zacentrus	278
1528	Sebastes_ensifer	Sebastes_rosenblatti	278
1529	Sebastes_ciliatus	Sebastes_flavidus	278
1530	Sebastes_caurinus	Sebastes_goodei	279
1531	Sebastes_ciliatus	Sebastes_flavidus	279
1532	Sebastes_entomelas	Sebastes_mystinus	279
1533	Sebastes_proriger	Sebastes_variegatus	279
1534	Sebastes_chlorostictus	Sebastes_rosenblatti	279
1535	Sebastes_caurinus	Sebastes_melanops	280
1536	Sebastes_proriger	Sebastes_zacentrus	280
1537	Sebastes_goodei	Sebastes_levis	280
1538	Sebastes_entomelas	Sebastes_mystinus	280
1539	Sebastes_ensifer	Sebastes_rosenblatti	280
1540	Sebastes_flavidus	Sebastes_paucispinis	281
1541	Sebastes_rosenblatti	Sebastes_saxicola	281
1542	Sebastes_variegatus	Sebastes_zacentrus	281
1543	Sebastes_entomelas	Sebastes_mystinus	281
1544	Sebastes_chlorostictus	Sebastes_ciliatus	282
1545	Sebastes_proriger	Sebastes_variegatus	282
1546	Sebastes_melanops	Sebastes_mystinus	282
1547	Sebastes_goodei	Sebastes_paucispinis	282
1548	Sebastes_elongatus	Sebastes_saxicola	282
1549	Sebastes_melanops	Sebastes_mystinus	283
1550	Sebastes_ciliatus	Sebastes_levis	283
1551	Sebastes_chlorostictus	Sebastes_ensifer	283
1552	Sebastes_goodei	Sebastes_paucispinis	283
1553	Sebastes_elongatus	Sebastes_saxicola	283
1554	Sebastes_proriger	Sebastes_zacentrus	283
1555	Sebastes_ensifer	Sebastes_paucispinis	284
1556	Sebastes_ciliatus	Sebastes_flavidus	284
1557	Sebastes_chlorostictus	Sebastes_rosenblatti	284
1558	Sebastes_caurinus	Sebastes_elongatus	284
1559	Sebastes_proriger	Sebastes_zacentrus	284
1560	Sebastes_entomelas	Sebastes_mystinus	284
1561	Sebastes_melanops	Sebastes_rosenblatti	285
1562	Sebastes_goodei	Sebastes_paucispinis	285
1563	Sebastes_proriger	Sebastes_zacentrus	285
1564	Sebastes_entomelas	Sebastes_mystinus	285
1565	Sebastes_elongatus	Sebastes_saxicola	285
1566	Sebastes_chlorostictus	Sebastes_proriger	286
1567	Sebastes_entomelas	Sebastes_mystinus	286
1568	Sebastes_elongatus	Sebastes_saxicola	286
1569	Sebastes_goodei	Sebastes_paucispinis	286
1570	Sebastes_ciliatus	Sebastes_melanops	286
1571	Sebastes_variegatus	Sebastes_zacentrus	286
1572	Sebastes_ciliatus	Sebastes_rosenblatti	287
1573	Sebastes_caurinus	Sebastes_elongatus	287
1574	Sebastes_entomelas	Sebastes_melanops	287
1575	Sebastes_proriger	Sebastes_variegatus	287
1576	Sebastes_goodei	Sebastes_levis	287
1577	Sebastes_ciliatus	Sebastes_miniatus	288
1578	Sebastes_proriger	Sebastes_zacentrus	288
1579	Sebastes_entomelas	Sebastes_flavidus	288
1580	Sebastes_rosenblatti	Sebastes_saxicola	288
1581	Sebastes_goodei	Sebastes_levis	288
1582	Sebastes_flavidus	Sebastes_levis	289
1583	Sebastes_entomelas	Sebastes_mystinus	289
1584	Sebastes_variegatus	Sebastes_zacentrus	289
1585	Sebastes_elongatus	Sebastes_miniatus	289
1586	Sebastes_ensifer	Sebastes_rosenblatti	289
1587	Sebastes_caurinus	Sebastes_saxicola	289
1588	Sebastes_goodei	Sebastes_paucispinis	289
1589	Sebastes_entomelas	Sebastes_variegatus	290
1590	Sebastes_flavidus	Sebastes_melanops	290
1591	Sebastes_chlorostictus	Sebastes_elongatus	290
1592	Sebastes_levis	Sebastes_miniatus	290
1593	Sebastes_goodei	Sebastes_paucispinis	290
1594	Sebastes_caurinus	Sebastes_saxicola	290
1595	Sebastes_ciliatus	Sebastes_melanops	291
1596	Sebastes_ensifer	Sebastes_goodei	291
1597	Sebastes_proriger	Sebastes_variegatus	291
1598	Sebastes_entomelas	Sebastes_mystinus	291
1599	Sebastes_caurinus	Sebastes_saxicola	291
1600	Sebastes_chlorostictus	Sebastes_rosenblatti	291
1601	Sebastes_caurinus	Sebastes_goodei	292
1602	Sebastes_ciliatus	Sebastes_entomelas	292
1603	Sebastes_chlorostictus	Sebastes_rosenblatti	292
1604	Sebastes_proriger	Sebastes_variegatus	292
1605	Sebastes_flavidus	Sebastes_melanops	292
1606	Sebastes_levis	Sebastes_zacentrus	293
1607	Sebastes_ciliatus	Sebastes_entomelas	293
1608	Sebastes_flavidus	Sebastes_melanops	293
1609	Sebastes_elongatus	Sebastes_ensifer	293
1610	Sebastes_caurinus	Sebastes_saxicola	293
1611	Sebastes_chlorostictus	Sebastes_rosenblatti	293
1612	Sebastes_goodei	Sebastes_paucispinis	293
1613	Sebastes_ensifer	Sebastes_saxicola	294
1614	Sebastes_ciliatus	Sebastes_mystinus	294
1615	Sebastes_levis	Sebastes_variegatus	294
1616	Sebastes_goodei	Sebastes_paucispinis	294
1617	Sebastes_chlorostictus	Sebastes_rosenblatti	294
1618	Sebastes_flavidus	Sebastes_melanops	294
1619	Sebastes_miniatus	Sebastes_rosenblatti	295
1620	Sebastes_caurinus	Sebastes_elongatus	295
1621	Sebastes_goodei	Sebastes_zacentrus	295
1622	Sebastes_flavidus	Sebastes_melanops	295
1623	Sebastes_ciliatus	Sebastes_entomelas	295
1624	Sebastes_caurinus	Sebastes_variegatus	296
1625	Sebastes_levis	Sebastes_paucispinis	296
1626	Sebastes_ensifer	Sebastes_rosenblatti	296
1627	Sebastes_melanops	Sebastes_mystinus	296
1628	Sebastes_chlorostictus	Sebastes_proriger	297
1629	Sebastes_elongatus	Sebastes_saxicola	297
1630	Sebastes_variegatus	Sebastes_zacentrus	297
1631	Sebastes_flavidus	Sebastes_mystinus	297
1632	Sebastes_levis	Sebastes_paucispinis	297
1633	Sebastes_ensifer	Sebastes_saxicola	298
1634	Sebastes_entomelas	Sebastes_melanops	298
1635	Sebastes_miniatus	Sebastes_paucispinis	298
1636	Sebastes_variegatus	Sebastes_zacentrus	298
1637	Sebastes_chlorostictus	Sebastes_rosenblatti	298
1638	Sebastes_ciliatus	Sebastes_proriger	298
1639	Sebastes_caurinus	Sebastes_goodei	299
1640	Sebastes_ciliatus	Sebastes_entomelas	299
1641	Sebastes_variegatus	Sebastes_zacentrus	299
1642	Sebastes_flavidus	Sebastes_melanops	299
1643	Sebastes_ensifer	Sebastes_rosenblatti	299
1644	Sebastes_chlorostictus	Sebastes_proriger	300
1645	Sebastes_caurinus	Sebastes_saxicola	300
1646	Sebastes_goodei	Sebastes_paucispinis	300
1647	Sebastes_variegatus	Sebastes_zacentrus	300
1648	Sebastes_melanops	Sebastes_mystinus	300
1649	Sebastes_elongatus	Sebastes_levis	301
1650	Sebastes_ciliatus	Sebastes_variegatus	301
1651	Sebastes_flavidus	Sebastes_melanops	301
1652	Sebastes_ensifer	Sebastes_rosenblatti	301
1653	Sebastes_entomelas	Sebastes_mystinus	301
1654	Sebastes_goodei	Sebastes_paucispinis	301
1655	Sebastes_caurinus	Sebastes_saxicola	301
1656	Sebastes_levis	Sebastes_variegatus	302
1657	Sebastes_caurinus	Sebastes_rosenblatti	302
1658	Sebastes_ciliatus	Sebastes_melanops	302
1659	Sebastes_entomelas	Sebastes_mystinus	302
1660	Sebastes_goodei	Sebastes_paucispinis	302
1661	Sebastes_ensifer	Sebastes_melanops	303
1662	Sebastes_caurinus	Sebastes_elongatus	303
1663	Sebastes_entomelas	Sebastes_mystinus	303
1664	Sebastes_chlorostictus	Sebastes_rosenblatti	303
1665	Sebastes_proriger	Sebastes_zacentrus	303
1666	Sebastes_goodei	Sebastes_paucispinis	303
1667	Sebastes_melanops	Sebastes_rosenblatti	304
1668	Sebastes_goodei	Sebastes_paucispinis	304
1669	Sebastes_entomelas	Sebastes_mystinus	304
1670	Sebastes_caurinus	Sebastes_saxicola	304
1671	Sebastes_variegatus	Sebastes_zacentrus	304
1672	Sebastes_elongatus	Sebastes_miniatus	305
1673	Sebastes_ciliatus	Sebastes_proriger	305
1674	Sebastes_melanops	Sebastes_mystinus	305
1675	Sebastes_ensifer	Sebastes_rosenblatti	305
1676	Sebastes_levis	Sebastes_paucispinis	305
1677	Sebastes_caurinus	Sebastes_saxicola	305
1678	Sebastes_variegatus	Sebastes_zacentrus	305
1679	Sebastes_ensifer	Sebastes_miniatus	306
1680	Sebastes_proriger	Sebastes_zacentrus	306
1681	Sebastes_chlorostictus	Sebastes_rosenblatti	306
1682	Sebastes_elongatus	Sebastes_saxicola	306
1683	Sebastes_ciliatus	Sebastes_flavidus	306
1684	Sebastes_entomelas	Sebastes_mystinus	306
1685	Sebastes_goodei	Sebastes_levis	306
1686	Sebastes_flavidus	Sebastes_miniatus	307
1687	Sebastes_chlorostictus	Sebastes_saxicola	307
1688	Sebastes_proriger	Sebastes_zacentrus	307
1689	Sebastes_entomelas	Sebastes_mystinus	307
1690	Sebastes_levis	Sebastes_paucispinis	307
1691	Sebastes_chlorostictus	Sebastes_paucispinis	308
1692	Sebastes_proriger	Sebastes_zacentrus	308
1693	Sebastes_melanops	Sebastes_mystinus	308
1694	Sebastes_elongatus	Sebastes_saxicola	308
1695	Sebastes_mystinus	Sebastes_rosenblatti	309
1696	Sebastes_elongatus	Sebastes_saxicola	309
1697	Sebastes_proriger	Sebastes_variegatus	309
1698	Sebastes_goodei	Sebastes_levis	309
1699	Sebastes_flavidus	Sebastes_melanops	309
1700	Sebastes_mystinus	Sebastes_paucispinis	310
1701	Sebastes_ensifer	Sebastes_miniatus	310
1702	Sebastes_chlorostictus	Sebastes_rosenblatti	310
1703	Sebastes_variegatus	Sebastes_zacentrus	310
1704	Sebastes_caurinus	Sebastes_saxicola	310
1705	Sebastes_flavidus	Sebastes_melanops	310
1706	Sebastes_entomelas	Sebastes_mystinus	311
1707	Sebastes_proriger	Sebastes_rosenblatti	311
1708	Sebastes_goodei	Sebastes_levis	311
1709	Sebastes_caurinus	Sebastes_elongatus	311
1710	Sebastes_flavidus	Sebastes_melanops	311
1711	Sebastes_variegatus	Sebastes_zacentrus	311
1712	Sebastes_caurinus	Sebastes_levis	312
1713	Sebastes_goodei	Sebastes_paucispinis	312
1714	Sebastes_ensifer	Sebastes_rosenblatti	312
1715	Sebastes_flavidus	Sebastes_variegatus	312
1716	Sebastes_entomelas	Sebastes_mystinus	312
1717	Sebastes_melanops	Sebastes_proriger	313
1718	Sebastes_ensifer	Sebastes_rosenblatti	313
1719	Sebastes_caurinus	Sebastes_paucispinis	313
1720	Sebastes_variegatus	Sebastes_zacentrus	313
1721	Sebastes_entomelas	Sebastes_mystinus	313
1722	Sebastes_ensifer	Sebastes_rosenblatti	314
1723	Sebastes_mystinus	Sebastes_proriger	314
1724	Sebastes_levis	Sebastes_saxicola	314
1725	Sebastes_goodei	Sebastes_paucispinis	314
1726	Sebastes_flavidus	Sebastes_melanops	314
1727	Sebastes_variegatus	Sebastes_zacentrus	314
1728	Sebastes_ciliatus	Sebastes_mystinus	315
1729	Sebastes_goodei	Sebastes_saxicola	315
1730	Sebastes_chlorostictus	Sebastes_rosenblatti	315
1731	Sebastes_proriger	Sebastes_variegatus	315
1732	Sebastes_flavidus	Sebastes_melanops	315
1733	Sebastes_paucispinis	Sebastes_variegatus	316
1734	Sebastes_miniatus	Sebastes_saxicola	316
1735	Sebastes_ciliatus	Sebastes_entomelas	316
1736	Sebastes_chlorostictus	Sebastes_ensifer	316
1737	Sebastes_flavidus	Sebastes_melanops	316
1738	Sebastes_levis	Sebastes_proriger	317
1739	Sebastes_miniatus	Sebastes_saxicola	317
1740	Sebastes_entomelas	Sebastes_flavidus	317
1741	Sebastes_chlorostictus	Sebastes_rosenblatti	317
1742	Sebastes_variegatus	Sebastes_zacentrus	317
1743	Sebastes_goodei	Sebastes_paucispinis	317
1744	Sebastes_saxicola	Sebastes_variegatus	318
1745	Sebastes_melanops	Sebastes_mystinus	318
1746	Sebastes_chlorostictus	Sebastes_ensifer	318
1747	Sebastes_goodei	Sebastes_levis	318
1748	Sebastes_goodei	Sebastes_variegatus	319
1749	Sebastes_ciliatus	Sebastes_mystinus	319
1750	Sebastes_rosenblatti	Sebastes_saxicola	319
1751	Sebastes_flavidus	Sebastes_melanops	319
1752	Sebastes_chlorostictus	Sebastes_rosenblatti	320
1753	Sebastes_flavidus	Sebastes_saxicola	320
1754	Sebastes_variegatus	Sebastes_zacentrus	320
1755	Sebastes_levis	Sebastes_paucispinis	320
1756	Sebastes_entomelas	Sebastes_mystinus	320
1757	Sebastes_chlorostictus	Sebastes_mystinus	321
1758	Sebastes_flavidus	Sebastes_melanops	321
1759	Sebastes_goodei	Sebastes_levis	321
1760	Sebastes_elongatus	Sebastes_saxicola	321
1761	Sebastes_proriger	Sebastes_zacentrus	321
1762	Sebastes_levis	Sebastes_variegatus	322
1763	Sebastes_goodei	Sebastes_paucispinis	322
1764	Sebastes_caurinus	Sebastes_saxicola	322
1765	Sebastes_ciliatus	Sebastes_flavidus	322
1766	Sebastes_entomelas	Sebastes_mystinus	322
1767	Sebastes_chlorostictus	Sebastes_ensifer	322
1768	Sebastes_elongatus	Sebastes_miniatus	322
1769	Sebastes_miniatus	Sebastes_saxicola	323
1770	Sebastes_ciliatus	Sebastes_levis	323
1771	Sebastes_goodei	Sebastes_paucispinis	323
1772	Sebastes_flavidus	Sebastes_melanops	323
1773	Sebastes_chlorostictus	Sebastes_rosenblatti	323
1774	Sebastes_entomelas	Sebastes_mystinus	323
1775	Sebastes_proriger	Sebastes_zacentrus	323
1776	Sebastes_goodei	Sebastes_rosenblatti	324
1777	Sebastes_elongatus	Sebastes_saxicola	324
1778	Sebastes_ciliatus	Sebastes_melanops	324
1779	Sebastes_proriger	Sebastes_zacentrus	324
1780	Sebastes_entomelas	Sebastes_mystinus	324
1781	Sebastes_goodei	Sebastes_levis	325
1782	Sebastes_elongatus	Sebastes_proriger	325
1783	Sebastes_ensifer	Sebastes_rosenblatti	325
1784	Sebastes_flavidus	Sebastes_melanops	325
1785	Sebastes_ciliatus	Sebastes_entomelas	325
1786	Sebastes_caurinus	Sebastes_saxicola	325
1787	Sebastes_variegatus	Sebastes_zacentrus	325
1788	Sebastes_levis	Sebastes_miniatus	326
1789	Sebastes_chlorostictus	Sebastes_saxicola	326
1790	Sebastes_goodei	Sebastes_paucispinis	326
1791	Sebastes_mystinus	Sebastes_variegatus	326
1792	Sebastes_flavidus	Sebastes_melanops	326
1793	Sebastes_flavidus	Sebastes_proriger	327
1794	Sebastes_ensifer	Sebastes_paucispinis	327
1795	Sebastes_entomelas	Sebastes_mystinus	327
1796	Sebastes_caurinus	Sebastes_elongatus	327
1797	Sebastes_variegatus	Sebastes_zacentrus	327
1798	Sebastes_chlorostictus	Sebastes_rosenblatti	327
1799	Sebastes_melanops	Sebastes_variegatus	328
1800	Sebastes_ensifer	Sebastes_rosenblatti	328
1801	Sebastes_elongatus	Sebastes_miniatus	328
1802	Sebastes_goodei	Sebastes_levis	328
1803	Sebastes_entomelas	Sebastes_mystinus	328
1804	Sebastes_caurinus	Sebastes_saxicola	328
1805	Sebastes_miniatus	Sebastes_mystinus	329
1806	Sebastes_levis	Sebastes_paucispinis	329
